file_path,category,git_status,phase_attribution,modified_date,classification_reason
signal_30day_effectiveness_comparison.csv,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis data — candidate for relocation to data/analysis/
signal_archive_governance_report.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
signal_archive_quality_gates.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
signal_archive_schema.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level schema/design document — candidate for relocation to docs/
signal_authority_framework_v1.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level framework document — candidate for relocation to docs/
signal_authority_inventory.csv,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis data — candidate for relocation to data/analysis/
signal_authority_recommendation.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
signal_authority_scorecard.csv,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis data — candidate for relocation to data/analysis/
signal_capital_alignment_report.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
signal_capture_cadence_plan.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level operational plan — candidate for relocation to docs/
signal_capture_operator_runbook.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level operator runbook — candidate for relocation to docs/
signal_confidence_model_design.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level design document — candidate for relocation to docs/
signal_coverage_audit.csv,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis data — candidate for relocation to data/analysis/
signal_coverage_remediation_report.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
signal_disagreement_matrix.csv,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis data — candidate for relocation to data/analysis/
signal_freshness_report.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
signal_integrity_audit_report.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
signal_inventory.csv,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis data — candidate for relocation to data/analysis/
signal_leadership_report.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
signal_predictive_assessment.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
signal_provenance_design.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level design document — candidate for relocation to docs/
signal_transparency_validation_report.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
signal_trust_certification.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level certification document — candidate for relocation to docs/
signal_underserved_curve_analysis.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
starmine_overwrite_audit.csv,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis data — candidate for relocation to data/analysis/
starmine_overwrite_remediation_report.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
thin_replay_population_report.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
top20_rank_validation_inventory.csv,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis data — candidate for relocation to data/analysis/
top20_replay_percentile_audit.csv,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis data — candidate for relocation to data/analysis/
top20_signal_integrity.csv,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis data — candidate for relocation to data/analysis/
top20_signal_reconciliation.csv,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis data — candidate for relocation to data/analysis/
ucf_comparison_matrix.csv,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis data — candidate for relocation to data/analysis/
ucf_foundation_validation_report.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
ucf_information_loss_report.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
ucf_operator_coverage_report.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
ucf_operator_dashboard_validation_report.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
ucf_readiness_assessment.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
ucf_sufficiency_assessment.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
ui_data_path_trace.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level UI audit — candidate for relocation to docs/
ui_field_mapping_audit.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level UI audit — candidate for relocation to docs/
vrt_arw_multiplier_table.csv,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis data — candidate for relocation to data/analysis/
vrt_curve_sensitivity.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
vrt_rank_attribution_analysis.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
vrt_vs_arw_conviction_case_study.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
winner_loser_analysis.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
yahoo_fidelity_readiness_matrix.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
yahoo_lineage_report.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
zacks_danelfin_archive_inventory.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
zacks_lineage_report.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
untitled folder/api_response_22d3.json,SCRATCH,??,PHASE_22D.3,2026-06-01,Raw API response captured during Phase 22D.3 debug — do not commit
untitled folder/smoke_22d2.py,SCRATCH,??,PHASE_22D.2,2026-06-01,Smoke test script for Phase 22D.2 — do not commit
untitled folder/trace_22d3.py,SCRATCH,??,PHASE_22D.3,2026-06-01,Trace/debug script for Phase 22D.3 — do not commit
